"","participant","context","cue","response","sq1","sq2","sq3","sq4","sq5","sq6","sq7","sq8","sq_resp","condition","trial_type","type_dur","cue_rt","square_rt","accuracy","correct","square_rt_mili","cue_rt_mili","type_dur_mili","strength_strat","type","counterbalance","block","trialNum","resp_iscue","prop_is_cue","Lg10WF","Lg10CD","aoa","sum_na","nchar","z_cue_rt_mili","z_type_dur_mili","nchar_lg10","wf_z","aoa_z","wl_z","cd_z"
"519","107","peer","growth","child","0",0,0,1,1,0,0,1,"match","load","match",1.80021440982819,1.31999135017395,1.01891648769379,0.9375,TRUE,1018.91648769379,1319.99135017395,1800.21440982819,"low","co","2","2",55,FALSE,0,3.9053,3.4869,5.15,0,5,-0.965444239748976,-1.10484216960281,0.698970004336019,0.605981269469138,-0.189277135442689,-0.214660687179126,0.629666882300307
"520","107","peer","repression","opression","0",0,1,0,0,0,1,1,"mismatch","load","mismatch",3.2970027923584,6.54656410217285,1.68044555187225,0.9375,TRUE,1680.44555187225,6546.56410217285,3297.0027923584,"low","nonco","2","2",56,FALSE,0,1.8865,1.8062,12.22,0,9,2.67033668014327,0.348017977932014,0.954242509439325,-1.71026449932351,2.98135660576301,1.98400771236832,-1.78231192608055
"521","107","peer","combined","mix","0",0,1,0,1,0,1,0,"match","load","mismatch",1.45658087730408,1.53870499134064,6.71134662628174,0.9375,FALSE,6711.34662628174,1538.70499134064,1456.58087730408,"low","nonco","2","2",57,FALSE,0,2.9217,2.8312,5.11,0,3,-0.813299627742977,-1.43839063282441,0.477121254719662,-0.522540296899223,-0.207215657316554,-1.31399488695285,-0.311330621510799
"522","107","peer","plaything","toy","0",0,1,0,1,0,0,1,"mismatch","load","mismatch",3.37220978736877,2.53945422172546,1.36107766628265,0.9375,TRUE,1361.07766628265,2539.45422172546,3372.20978736877,"high","co","2","2",58,FALSE,0,2.9345,2.7505,3,0,3,-0.117144588852824,0.42101777345536,0.477121254719662,-0.507854371676048,-1.15347268616295,-1.31399488695285,-0.427143491051071
"523","107","peer","stethoscope","observe","0",0,1,1,0,1,0,0,"match","load","match",2.66444969177246,2.85775923728943,0.904863119125366,0.9375,TRUE,904.863119125366,2857.75923728943,2664.44969177246,"high","co","2","2",59,FALSE,0,2.699,2.5832,9.53,0,7,0.104279154239791,-0.26597074737288,0.845098040014257,-0.778052449024309,1.77499100974557,0.884673512594598,-0.667236342031089
"524","107","peer","steed","knight","0",0,1,0,0,0,1,1,"match","load","match",2.35976004600525,2.11520648002625,1.22397446632385,0.9375,TRUE,1223.97446632385,2115.20648002625,2359.76004600525,"high","nonco","2","2",60,FALSE,0,3.1355,2.5353,6.26,0,6,-0.412265678287096,-0.561718261763245,0.778151250383644,-0.277239452155877,0.308516846557075,0.335006412707736,-0.73597780982513
"525","107","peer","salmon","fish","0",0,1,0,1,0,1,0,"match","load","match",2.61624479293823,2.33816814422607,0.932635188102722,0.9375,TRUE,932.635188102722,2338.16814422607,2616.24479293823,"high","co","2","2",61,FALSE,0,3.6293,3.2327,4.05,0,4,-0.257165997668447,-0.312760913070057,0.602059991327962,0.289316006844425,-0.682586486973986,-0.764327787065989,0.264863518767009
"526","107","peer","overdone","burnt","1",0,1,0,0,1,0,0,"mismatch","load","mismatch",1.77977013587952,2.0793240070343,1.4125429391861,0.9375,TRUE,1412.5429391861,2079.3240070343,1779.77013587952,"low","nonco","2","2",62,FALSE,0,2.6893,2.5587,4.72,0,5,-0.437226741081594,-1.12468643831306,0.698970004336019,-0.789181626732496,-0.382116245586742,-0.214660687179126,-0.702396382969586
"527","107","peer","cats","dogs","0",0,1,0,1,0,1,0,"match","load","mismatch",2.33622217178345,2.9673752784729,2.4872100353241,0.9375,FALSE,2487.2100353241,2967.3752784729,2336.22217178345,"low","nonco","2","2",64,FALSE,0,3.4322,3.1082,2.8,0,4,0.180531782866565,-0.584565338754005,0.602059991327962,0.0631757051656896,-1.24316529553228,-0.764327787065989,0.0861931066509767
"528","108","short","apostle","creed","1",1,1,1,1,1,1,1,"match","no_load","match",1.73978400230408,1.70631635189056,1.80640459060669,1,TRUE,1806.40459060669,1706.31635189056,1739.78400230408,"low","nonco","2","1",1,FALSE,0,2.1139,1.716,9.17,0,5,-0.428938469851785,-0.261160152563907,0.698970004336019,-1.44935985903054,1.61354431288078,-0.214660687179126,-1.91175828088269
"529","108","short","turncoat","hanger","1",1,1,1,1,1,1,1,"mismatch","no_load","mismatch",2.09812450408936,6.51811027526855,1.55621731281281,1,TRUE,1556.21731281281,6518.11027526855,2098.12450408936,"high","nonco","2","1",2,FALSE,0,1.8451,1.7404,6.78,0,6,1.58495742213344,0.145642546560122,0.778151250383644,-1.75776428871722,0.541717630917324,0.335006412707736,-1.87674175031537
"530","108","short","barracuda","fish","1",1,1,1,1,1,1,1,"mismatch","no_load","mismatch",1.67706084251404,2.21080112457275,1.0335545539856,1,TRUE,1033.5545539856,2210.80112457275,1677.06084251404,"high","co","2","1",3,FALSE,0,3.6293,3.2327,4.05,0,4,-0.217794803383101,-0.332366032371111,0.602059991327962,0.289316006844425,-0.682586486973986,-0.764327787065989,0.264863518767009
"531","108","short","residence","hall","1",1,1,1,1,1,1,1,"match","no_load","match",2.78641581535339,2.59099507331848,1.91773474216461,1,TRUE,1917.73474216461,2590.99507331848,2786.41581535339,"high","co","2","1",4,FALSE,0,3.4232,3.197,5.35,0,4,-0.0586709830929875,0.927018812460443,0.602059991327962,0.0528496639931447,-0.0995845260733623,-0.764327787065989,0.213630316256629
"532","108","short","stethoscope","doctor","1",1,1,1,1,1,1,1,"mismatch","no_load","mismatch",1.70773255825043,4.34556341171265,0.751929819583893,1,TRUE,751.929819583893,4345.56341171265,1707.73255825043,"high","co","2","1",5,FALSE,0,4.1291,3.5687,4.6,0,6,0.67567425803046,-0.297546254293654,0.778151250383644,0.86275549329309,-0.435931811208338,0.335006412707736,0.747058365923532
"533","108","short","circulation","flow","1",1,1,1,1,1,1,1,"match","no_load","match",1.6103310585022,2.09936547279358,1.02173376083374,1,TRUE,1021.73376083374,2099.36547279358,1610.3310585022,"high","co","2","1",7,FALSE,0,2.8463,2.6857,7.4,0,4,-0.264434332197591,-0.408120394807782,0.602059991327962,-0.609049575166989,0.819764719962237,-0.764327787065989,-0.520138211574115
"534","108","short","perspire","aspire","1",1,1,1,1,1,1,1,"match","no_load","match",2.1550669670105,3.79483199119568,1.56065917015076,1,TRUE,1560.65917015076,3794.83199119568,2155.0669670105,"high","nonco","2","1",8,FALSE,0,1.7482,1.7404,11.83,0,6,0.44517483036842,0.210285944377796,0.778151250383644,-1.86894133200828,2.80645601749282,0.335006412707736,-1.87674175031537
"535","108","short","encore","broadway","1",1,1,1,1,1,1,1,"mismatch","no_load","mismatch",2.70534825325012,4.69420480728149,0.86382919549942,1,TRUE,863.82919549942,4694.20480728149,2705.34825325012,"low","co","2","1",9,FALSE,0,2.8007,2.5119,NA,1,8,0.821592284756589,0.834987621705521,0.903089986991944,-0.66136818377455,NA,1.43434061248146,-0.769559236680673
"536","108","short","golfer","green","1",1,1,1,1,1,1,1,"match","no_load","match",1.9304381608963,3.66882228851318,1.05110764503479,1,TRUE,1051.10764503479,3668.82228851318,1930.4381608963,"low","co","2","1",10,FALSE,0,3.5678,3.2808,3.79,0,5,0.392435576230869,-0.0447218043221237,0.698970004336019,0.218754725498701,-0.799186879154111,-0.214660687179126,0.333892007303405
"537","108","short","combined","pair","1",1,1,1,1,1,1,1,"mismatch","no_load","mismatch",1.24790668487549,2.12926340103149,0.804567575454712,1,TRUE,804.567575454712,2129.26340103149,1247.90668487549,"low","nonco","2","1",11,FALSE,0,3.279,3.1329,5.94,0,4,-0.251921054235983,-0.819559271198109,0.602059991327962,-0.112596462349187,0.165008671566152,-0.764327787065989,0.121640168331828
"538","108","short","breadth","english","1",1,1,1,1,1,1,1,"mismatch","no_load","mismatch",2.05375218391418,3.25887131690979,1.2073746919632,1,TRUE,1207.3746919632,3258.87131690979,2053.75218391418,"high","nonco","2","1",12,FALSE,0,3.5773,3.3028,NA,1,7,0.220857451570069,0.0952692855870397,0.845098040014257,0.229654435625276,NA,0.884673512594598,0.365464288962462
"539","108","short","inspection","sticker","1",1,1,1,1,1,1,1,"mismatch","no_load","mismatch",1.33351290225983,1.50085735321045,0.813611209392548,1,TRUE,813.611209392548,1500.85735321045,1333.51290225983,"low","co","2","1",13,FALSE,0,2.1553,2.0253,4.42,0,7,-0.514929898412966,-0.722375614535668,0.845098040014257,-1.40186006963683,-0.516655159640732,0.884673512594598,-1.46788070283057
"540","108","short","reinforcement","police","1",1,1,1,1,1,1,1,"match","no_load","match",1.45712447166443,1.42703485488892,1.52766489982605,1,TRUE,1527.66489982605,1427.03485488892,1457.12447166443,"low","nonco","2","1",14,FALSE,0,4.0808,3.5276,5.05,0,6,-0.545827070751022,-0.582046737877229,0.778151250383644,0.807339072333765,-0.234123440127352,0.335006412707736,0.688075603369565
"541","108","short","acronym","synonym","1",1,1,1,1,1,1,1,"mismatch","no_load","mismatch",3.03735899925232,3.6541633605957,0.914030313491821,1,TRUE,914.030313491821,3654.1633605957,3037.35899925232,"low","nonco","2","1",16,FALSE,0,1,0.9542,8.32,0,7,0.3863003270527,1.21189971213064,0.845098040014257,-2.72737955481919,1.23235072306114,0.884673512594598,-3.00502028851316
"542","108","short","cafe","coffee","1",1,1,1,1,1,1,1,"mismatch","no_load","mismatch",2.22797393798828,2.10396313667297,0.721065700054169,1,TRUE,721.065700054169,2103.96313667297,2227.97393798828,"high","co","2","1",17,FALSE,0,3.8676,3.4829,4.94,0,6,-0.262510056855197,0.293052900473905,0.778151250383644,0.562726630335255,-0.283454375280482,0.335006412707736,0.623926467453205
"543","108","short","nemesis","enemy","1",1,1,1,1,1,1,1,"match","no_load","match",2.53688335418701,2.54290270805359,2.09468722343445,1,TRUE,2094.68722343445,2542.90270805359,2536.88335418701,"high","nonco","2","1",18,FALSE,0,3.3936,3.0899,7.26,0,5,-0.0787992384557664,0.64373942256225,0.698970004336019,0.0188884619145525,0.756979893403708,-0.214660687179126,0.0599307087254876
"544","108","short","reuse","reduce","1",1,1,1,1,1,1,1,"mismatch","no_load","mismatch",1.63021886348724,1.44548392295837,0.832850694656372,1,TRUE,832.850694656372,1445.48392295837,1630.21886348724,"high","co","2","1",19,FALSE,0,2.3424,2.2695,8.44,0,6,-0.538105521784529,-0.385542950429426,0.778151250383644,-1.1871931470387,1.28616628868274,0.335006412707736,-1.11742837641502
"545","108","short","popularity","status","1",1,1,1,1,1,1,1,"mismatch","no_load","mismatch",3.46311926841736,3.97911405563354,1.01297521591187,1,TRUE,1012.97521591187,3979.11405563354,3463.11926841736,"low","nonco","2","1",20,FALSE,0,2.8756,2.721,11.63,0,6,0.52230300718723,1.69524007084872,0.778151250383644,-0.575432574460815,2.7167634081235,0.335006412707736,-0.469479050548444
"546","108","short","decreasing","down","1",1,1,1,1,1,1,1,"match","no_load","match",1.72283256053925,8.47280979156494,1.15144824981689,1,TRUE,1151.44824981689,8472.80979156494,1722.83256053925,"low","nonco","2","1",21,FALSE,0,4.8808,3.9118,4.93,0,4,2.40306422151425,-0.280404118092843,0.602059991327962,1.72520939878221,-0.287939005748948,-0.764327787065989,1.23944244943366
"547","108","short","shopper","mall","1",1,1,1,1,1,1,1,"match","no_load","match",1.17269372940063,1.43576085567474,1.58803164958954,1,TRUE,1588.03164958954,1435.76085567474,1172.69372940063,"low","co","2","1",22,FALSE,0,2.9845,2.6304,6.78,0,4,-0.542174949023477,-0.904944074601102,0.602059991327962,-0.45048747627302,0.541717630917324,-0.764327787065989,-0.599499446835293
"548","108","short","roads","street","1",1,1,1,1,1,1,1,"match","no_load","match",2.09046721458435,1.53104221820831,1.61217975616455,1,TRUE,1612.17975616455,1531.04221820831,2090.46721458435,"low","co","2","1",23,FALSE,0,3.8784,3.533,4.58,0,6,-0.50229652786815,0.136949680353007,0.778151250383644,0.575117879742309,-0.44490107214527,0.335006412707736,0.695825163413151
"549","108","short","drown","swim","1",1,1,1,1,1,1,1,"mismatch","no_load","mismatch",1.76146495342255,1.05163037776947,1.05670619010925,1,TRUE,1056.70619010925,1051.63037776947,1761.46495342255,"high","co","2","1",24,FALSE,0,3.2103,2.9269,4.17,0,4,-0.702946337773365,-0.23654705582874,0.602059991327962,-0.191418576632947,-0.62877092135239,-0.764327787065989,-0.173991196293897
"550","108","short","collected","calm","1",1,1,1,1,1,1,1,"mismatch","no_load","mismatch",1.98554694652557,1.10295248031616,0.642672896385193,1,TRUE,642.672896385193,1102.95248031616,1985.54694652557,"low","co","2","1",25,FALSE,0,3.6572,3.3922,6.26,0,4,-0.681466329873469,0.0178399285206486,0.602059991327962,0.321326734479314,0.308516846557075,-0.764327787065989,0.49376256079518
"551","108","short","reside","live","1",1,1,1,1,1,1,1,"mismatch","no_load","mismatch",1.08302986621857,1.34183835983276,0.638022005558014,1,TRUE,638.022005558014,1341.83835983276,1083.02986621857,"high","nonco","2","1",26,FALSE,0,4.2449,3.782,6.1,0,4,-0.581484639245699,-1.00673413565931,0.602059991327962,0.995617223046502,0.236762759061613,-0.764327787065989,1.05316598764522
"552","108","short","haiku","anime","1",1,1,1,1,1,1,1,"match","no_load","match",1.87254476547241,5.0952525138855,1.06214547157288,1,TRUE,1062.14547157288,5095.2525138855,1872.54476547241,"high","nonco","2","1",27,FALSE,0,0.8451,0.7782,13.94,0,5,0.989444096717168,-0.110444739358937,0.698970004336019,-2.90510219677777,3.75271304633922,-0.214660687179126,-3.25759854178562
"553","108","short","cats","dog","1",1,1,1,1,1,1,1,"mismatch","no_load","mismatch",1.38929450511932,0.969082295894623,0.714535892009735,1,TRUE,714.535892009735,969.082295894623,1389.29450511932,"low","nonco","2","1",28,FALSE,0,3.9928,3.4843,2.8,0,3,-0.737495457213274,-0.659050072232595,0.477121254719662,0.706373336424436,-1.24316529553228,-1.31399488695285,0.625935612649691
"554","108","short","illuminate","shine","1",1,1,1,1,1,1,1,"match","no_load","match",1.12567889690399,1.45863389968872,0.92616868019104,1,TRUE,926.16868019104,1458.63389968872,1125.67889690399,"high","nonco","2","1",29,FALSE,0,3.0228,2.8241,5.79,0,5,-0.532601818895616,-0.958317222942449,0.698970004336019,-0.406544434394301,0.0977392145391567,-0.214660687179126,-0.321519857864404
"555","108","short","umbrella","rain","1",1,1,1,1,1,1,1,"mismatch","no_load","mismatch",1.21678614616394,1.25558245182037,0.735240399837494,1,TRUE,735.240399837494,1255.58245182037,1216.78614616394,"high","co","2","1",30,FALSE,0,3.3971,3.1605,3.6,0,4,-0.617585607319507,-0.854888571355303,0.602059991327962,0.0229041445927642,-0.884394858054971,-0.764327787065989,0.161249030776828
"556","108","short","repression","opression","1",1,1,1,1,1,1,1,"match","no_load","match",2.8064923286438,6.17206144332886,1.01306676864624,1,TRUE,1013.06676864624,6172.06144332886,2806.4923286438,"low","nonco","2","1",31,FALSE,0,1.8865,1.8062,12.22,0,9,1.44012446956584,0.949810486175379,0.954242509439325,-1.71026449932351,2.98135660576301,1.98400771236832,-1.78231192608055
"557","108","short","visiting","travel","1",1,1,1,1,1,1,1,"match","no_load","match",1.81360566616058,1.41613733768463,0.828727602958679,1,TRUE,828.727602958679,1416.13733768463,1813.60566616058,"low","co","2","1",32,FALSE,0,3.2312,3.0704,5.9,0,6,-0.550388044367103,-0.177354799942482,0.778151250383644,-0.167439214354482,0.147070149692287,0.335006412707736,0.0319461863458676
"558","108","short","men","women","0",1,0,0,0,0,1,1,"mismatch","load","mismatch",1.58522307872772,1.60921835899353,0.900912284851074,0.8125,TRUE,900.912284851074,1609.21835899353,1585.22307872772,"low","co","2","2",33,FALSE,0,3.9991,3.583,4.95,0,5,-0.469577211271133,-0.436623993733723,0.698970004336019,0.713601565245218,-0.278969744812016,-0.214660687179126,0.76758034900192
"559","108","short","godliness","jesus","1",0,0,0,0,1,0,1,"match","load","match",2.64832711219788,2.72741341590881,1.64669215679169,0.8125,TRUE,1646.69215679169,2727.41341590881,2648.32711219788,"low","nonco","2","2",35,FALSE,0,3.9149,3.3568,NA,1,5,-0.00157536675760757,0.770254905276259,0.698970004336019,0.616995713386519,NA,-0.214660687179126,0.442959889398332
